id_direccion|Número exterior o kilómetro|Letra exterior|Tipo de asentamiento humano|Nombre de asentamiento humano|Código Postal|Clave entidad|Clave municipio|Clave localidad|Área geoestadística básica |Manzana
1854|0|SN|PRIVADA|EL REAL DE ARRIBA|61060|16|93|21|49|6
1855|0|SN|PRIVADA|EL LLANITO|61083|16|93|65|15|800
1856|0|SN|PRIVADA|LA AMERICA|61083|16|93|73|15|1
1857|0|SN|PRIVADA|LLANO GRANDE|61083|16|93|70|15|1
1858|0|SN|PRIVADA|LA AMERICA|61083|16|93|73|15|1
1859|0|SN|PRIVADA|LA AMERICA|61083|16|93|73|15|1
1860|0|SN|PRIVADA|LA AMERICA|61083|16|93|73|15|1
1861|0|SN|EJIDO|LLANO GRANDE|61083|16|93|70|15|1
1862|15|||PEÑUELAS (EL TREN PEÑUELAS)|61227|16|34|245|33|800
1863|0|KILÓMETRO 16+500|PRIVADA|CERRO LOS NOGALES|61250|16|41|49|19|800
1864|0|SN|SECTOR|NINGUNO|61250|16|41|28|19|1
1865|0|KILÓMETRO 6||CERRO EL ZOPILOTE|61250|16|50|7|008A|800
1866|0|SN|PRIVADA|NINGUNO|61280|16|41|9|19|1
1867|0|SN|COLONIA|CENTRO|61300|16|22|1|85|6
1868|6||COLONIA|CENTRO|61410|16|5|1|27|32
1869|0|SN|PRIVADA|PALO BLANCO|61420|16|98|87|30|800
1870|0|SN||SAN CRISTOBAL|61450|16|61|20|26|4
1871|0|SN|PRIVADA|PALO BLANCO|61450|16|98|87|30|800
1872|0|SN|SECTOR|NINGUNO|61451|16|61|17|11|38
1873|0|SN||SAN FELIPE|61529|16|112|172|31|800
1874|0|KILÓMETRO 6||NINGUNO|61529|16|112|172|31|800
1875|0|SN|SECTOR|CERRO EL MOLCAJETE|61539|16|112|53|007A|1
1876|0|SN||CERRO SAN ISIDRO|61640|16|39|16|10|800
1877|0|SN|SECTOR|LA ESTACADA|61650|16|82|149|83|800
1878|0|SN|PROLONGACIÓN|LOCALIDAD LA LAGUNA|61650|16|82|149|83|800
1879|0|SN||LA ALBERCA|61650|16|82|276|83|800
1880|0|SN|SECTOR|EL TERRERO|61651|16|82|106|79|800
1881|0|SN|SECTOR|PURUARAN|61682|16|97|179|33|800
1882|0|KILÓMETRO 8|EJIDO|CERRO EL PANADERO|61700|16|111|20|15|800
1883|17||EJIDO|PATUAN|61707|16|111|7|002A|16
1884|0|SN|EJIDO|NINGUNO|61714|16|87|9|18|3
1885|0|SN|COLONIA|INDEPENDENCIA|61760|16|55|1|207|39
1886|0|SN|RANCHO|EL MARQUEZ|61760|16|55|20|14|800
1887|0|SN|PROLONGACIÓN|EL MARQUEZ|61760|16|55|20|14|800
1888|0|SN|PRIVADA|LA AMERICA|61803|16|93|73|15|1
1889|0|SN|PRIVADA|LLANO GRANDE|61803|16|93|70|15|1
1890|0|SN|PRIVADA|EL MORAL|61803|16|93|54|15|800
1891|0|SN|PRIVADA|EL MORAL|61803|16|93|54|15|800
1892|0|SN|PRIVADA|LLANO GRANDE|61830|16|93|70|15|1
1893|0|SN|PRIVADA|LLANO GRANDE|61830|16|93|70|15|1
1894|0|SN|PRIVADA|EL MORAL|61830|16|93|54|15|800
1895|0|SN|PRIVADA|LLANO GRANDE|61840|16|93|70|15|1
1896|350||COLONIA|VASCO DE QUIROGA|61850|16|35|1|454|13
1897|101||COLONIA|SAN JUAN PACHUCA|61940|16|38|182|47|1
1898|0|SN|COLONIA|NINGUNO|61940|16|38|182|47|2
1899|0|SN|COLONIA|COLONIA LOS ARCOS|62037|17|29|152|771|800
1900|||||62090|17|7|1|172|13
1901|0|SN|COLONIA|CALERA CHICA|62550|17|11|1|692|3
1902|0|SN|COLONIA|ALTA PALMIRA|62583|17|18|1|551|41
1903|6||COLONIA|LOMAS DEL CARRIL|62589|17|18|1|551|10
1904|0|SN|COLONIA|EJIDO PALMIRA|62589|17|18|1|551|41
1905|0|SN||LOCALIDAD XOCHICALCO|62600|17|15|3|009A|800
1906|1||PUEBLO|EL RODEO|62600|17|15|10|009A|800
1907|0|SN|COLONIA|COLONIA OJO DE AGUA|62640|17|1|53|56|800
1908|0|SN|COLONIA|COLONIA OJO DE AGUA|62640|17|1|53|56|800
1909|0|SN|PARAJE|CAMPO LA CUEVA DE LOS COYOTES|62650|17|17|103|130|800
1910|0|SN|EJIDO|CAMPO ACATZINGO|62656|17|15|55|009A|800
1911|0|SN|EJIDO|CERRO DE LOS GUAJES|62690|17|17|98|164|800
1912|0|SN|PARAJE|PARAJE PERICON GRANDE|62690|17|17|92|164|800
1913|0|SN|COLONIA|GRANJAS AGRÍCOLAS|62731|17|29|120|024A|800
1914|0|SN|COLONIA|LOS ARCOS,SAN CARLOS|62737|17|29|58|771|800
1915|0|SN|PUEBLO|SAN PEDRO APATLACO|62740|17|4|5|289|32
1916|0|SN|COLONIA|Ampliación Hermenegildo Galeana|62743|17|6|135|442|800
1917|517|1|COLONIA|COLONIA CALERA CHICA|62760|17|8|1|235|1
1918|0|SN|COLONIA|CUAUHTEMOC|62765|17|8|4|017A|3
1919|0|SN|SECTOR|LOCALIDAD RURAL TEPETZINGO|62765|17|8|2|536|26
1920|0|SN|COLONIA|COLONIA CAMPO MARIMON|62778|17|24|71|039A|800
1921||SN|COLONIA|VICENTE GUERRERO|62780|17|31|2|106|24
1922|0|SN|COLONIA|VALLE DORADO|62790|17|28|12|100|800
1923|0|SN|PARAJE|POBLADO DE ATLACHOLOAYA|62790|17|28|33|632|800
1924|0|SN|EJIDO|AHUEHUETZINGO|62795|17|17|2|130|800
1925|0|SN|EJIDO|CAMPO LA BEJUQUERA|62960|17|17|92|164|800
1926|202|                                   |COLONIA|LOS MANGOS|63000|18|20|83|323|18
1927||SN|COLONIA|CENTRO|63000|18|17|1|328|25
1928|328|                                   |COLONIA|CENTRO|63000|18|8|7202|28|800
1929|328||COLONIA|CENTRO|63000|18|17|1|296|33
1930|0|SN                                 |EJIDO|LAS JUNTITAS|63069|18|5|226|172|800
1931|488||COLONIA|HERIBERTO CASAS|63080|18|17|1|1167|17
1932|6|                                   |COLONIA|LINDAVISTA|63110|18|17|1|1148|20
1933|9||FRACCIONAMIENTO|CIUDAD DEL VALLE|63157|18|17|1|1260|42
1934|9|                                   |FRACCIONAMIENTO|CIUDAD DEL VALLE|63157|18|17|1|1260|42
1935|55|                                   |EJIDO|COLONIA LOS FRESNOS|63190|18|17|1|582|31
1936|10|                                   |COLONIA|LAS LIEBRES|63400|18|1|1|021A|36
1937|2|                                   |COLONIA|EL MOLINO|63400|18|1|1|173|16
1938|0|SN                                 |COLONIA|LAS COLONIAS|63437|18|1|1|277|36
1939|0|SN                                 |COLONIA|LAS COLONIAS|63437|18|1|1|281|1
1940|0|SN                                 |COLONIA|LAS LIEBRES|63437|18|1|1|021A|63
1941|32||OTRO (ESPECIFICAR)|EL CORRAL DE PIEDRAS|63568|18|15|23|183|4
1942|0|SN                                 |||63600|18|11|95|23|800
1943|0|SN                                 |||63724|18|4|154|018A|800
1944|202||COLONIA|LOS MANGOS|63737|18|20|83|323|18
1945|5|                                   |PUEBLO|EL PORVENIR BAHÍA DE BANDERAS|63738|18|20|69|592|2
1946|0|SN                                 |COTO|LOS FRESNOS|63780|18|8|7005|28|800
1947|488|                                   |COLONIA|HERIBERTO CASAS|63780|18|8|7202|28|800
1948|0|SN|OTRO (ESPECIFICAR)|Mina Cladimaco|63784|18|8|1|460|12
1949|0|SN                                 ||EL PORTESUELO|63787|18|17|1|582|10
1950||SN|OTRO (ESPECIFICAR)|LOCALIDAD JALA|63880|18|7|1|88|2
1951|0|KILÓMETRO 158                      |PRIVADA|LOCALIDAD CRUCERO HERIBERTO JARA|63940|18|2|95|58|800
1952||SN|BARRIO|LA HACIENDITA|63940|18|6|1|150|5
1953|543||COLONIA|CENTRO|64000|19|39|1|1525|16
1954|509||COLONIA|CENTRO MONTERREY|64000|19|39|1|146A|38
1955|1271||COLONIA|MARÍA LUISA|64040|19|39|1|1652|38
1956|2621||COLONIA|OBISPADO|64060|19|39|1|4144|10
1957|2621||COLONIA|OBISPADO|64060|19|39|1|4144|10
1958|0|SN|EJIDO|CERRO DE SAN MIGUEL|64180|19|21|7212|842|800
1959|7113||COLONIA|TIERRA Y LIBERTAD|64249|19|39|1|406A|1
1960|0|KILÓMETRO 7+500|EJIDO|SAN MIGUEL|64260|19|21|7211|842|800
1961|3520|||MONMTERREY|64530|19|39|1|1084|10
1962|3111||COLONIA|SANTA MARIA|64650|19|39|1|5142|21
1963|2621||COLONIA|OBISPADO|64710|19|39|1|4144|10
1964|0|KILÓMETRO 143|COLONIA|VIDRIERA|65070|19|32|145|668|800
1965|0|KILÓMETRO 138+500|EJIDO|MARIO GÁMEZ|65070|19|32|306|390|800
1966|0|KM49.3|EJIDO|POTRERILLOS|65100|19|37|74|679|800
1967|0|SN|SECTOR|NINGUNO|65100|19|10|7012|16|800
1968||KILOMETRO 10|SECTOR|DOMICILIO CONOCIDO|65200|19|51|19|199|800
1969|0|KILÓMETRO 4|COLONIA|PABLO DE LOS SANTOS|65200|19|44|1|550|47
1970|0|KILÓMETRO 15+500|RANCHO|RANCHO LA MORITA|65350|19|51|115|61|800
1971|0|KILÓMETRO 23|COLONIA|CONGREGACION ESCONDIDA|65800|19|2|17|032A|800
1972|0|KILÓMETRO 31|PROLONGACIÓN|TRES HERMANOS|65800|19|2|269|298|800
1973|0|KILÓMETRO 90+600|COLONIA|ZONA CENTRO|65900|19|11|1|225|34
1974|12|KM 12|OTRO (ESPECIFICAR)|Ninguno|66000|19|18|214|48|800
1975|0|SN|OTRO (ESPECIFICAR)|Ninguno|66000|19|18|5|194|800
1976|0|KILÓMETRO 9||SIN COLONIA|66000|19|18|7003|194|800
1977|0|SN|EJIDO|POTRERO DEL CERCADO|66000|19|39|1|1722|6
1978|0|KILÓMETRO 0+400|EJIDO|SAN MIGUEL DE LOS GARZA|66050|19|21|7208|842|800
1979|1250||COTO|SIN COLONIA|66050|19|21|7202|842|800
1980|0|KILÓMETRO 1|EJIDO|SAN MIGUEL DE LOS GARZA|66050|19|21|12|842|800
1981|503|SN|COLONIA|Parque Industrial Escobedo|66062|19|21|1|772|8
1982|514||COLONIA|DEL VALLE|66220|19|19|1|98|14
1983|514||COLONIA|DEL VALLE|66220|19|19|1|98|14
1984|150||COLONIA|DEL VALLE|66220|19|19|1|223|33
1985|200||COLONIA|VALLE ORIENTE|66269|19|19|1|044A|45
1986|0|SN|PARQUE INDUSTRIAL|STIVA|66350|19|48|7038|653|800
1987|0|KILÓMETRO 3+500|COLONIA|ZONA CENTRO|66350|19|48|7219|653|800
1988|0|KILÓMETRO 5+800||NINGUNO|66350|19|48|7023|653|800
1989|0|KILÓMETRO 9+900|CIUDAD INDUSTRIAL|VILLA DE GARCÍA|66350|19|18|7207|207|800
1990|0|KILÓMETRO 6+300|AEROPUERTO|NINGUNO|66350|19|48|7217|653|800
1991|0|SN|COLONIA|Santa Catarina Foraneo|66350|19|48|128|653|800
1992|0|KILÓMETRO 6+500|SECTOR|NINGUNO|66350|19|48|7016|653|800
1993|0|KILÓMETRO 4+800||TRITURADOS SAN JERÓNIMO|66350|19|48|7214|653|800
1994|117||FRACCIONAMIENTO|INDUSTRIAL EL OBISPO|66359|19|48|1|1469|5
1995|0|SN|CORREDOR INDUSTRIAL|SANTA CATARINA,GARCÍA|66370|19|48|140|653|800
1996|350||COLONIA|AURORITA|66377|19|48|1|916|1
1997|1323||COLONIA|GARZA CANTU|66480|19|46|1|1676|23
1998|0|KILÓMETRO 1+500|COLONIA|ZONA CENTRO|66600|19|6|1|140|1
1999|0|SN|COLONIA|CERRO DE LA PAZ|66650|19|18|43|175|800
2000|140|140 OTE|COLONIA|FRACC. VILLA DE SAN ANTONIO|67112|19|26|1|143|3
2001|800||EJIDO|LICENCIADO BENITO JUÁREZ|67250|19|31|1|957|5
2002|0|KILÓMETRO 130|RANCHO|PAQUITA|67320|19|32|212|668|800
2003|226||COLONIA|EL CERCADO|67320|19|49|1|275|3
2004|0|KILÓMETRO 22+500|RANCHO|SAN JOSÉ DEL CHUPADERO|67322|19|1|7602|17|800
2005|0|0|AEROPUERTO|BARAMIN SA DE CV|67700|19|33|7204|858|800
2006|0|SN|RANCHO|LA HUICHE|67700|19|17|365|515|800
2007|0|KILÓMETRO 20|COTO|SANTA CLARA DE GONZÁLEZ|67850|19|17|438|515|800
2008|0|SN||CERRO|67901|19|14|1|1333|8
2009|339||COLONIA|REFORMA|68050|20|67|1|825|18
2010|22||PARAJE|SAN LAZARO ETLA|68237|20|77|1|22|3
2011|0|SN|PARAJE|SAN LAZARO ETLA|68237|20|77|1|22|3
2012|0|KM 45.5||EL NACIMIENTO|68410|20|21|7001|27|800
2013|0|SN|COLONIA|ZONA URBANA|68420|20|2|127|55|800
2014|0|SN|EJIDO|NUEVO BUENA VISTA|68430|20|278|42|004A|800
2015|0|SN|PUEBLO|Mazagua|70142|20|5|9|80|800
2016|0|SN|BARRIO|CANTARRANAS|70180|20|327|1|313|5
2017|23||COLONIA|CRUZ AZUL|70380|20|10|8|80|12
2018|0|SN|SECCIÓN|SEGUNDA|70400|20|551|1|131|5
2019|72||COLONIA|CENTRO|70600|20|79|1|313|32
2020|0|SN|COLONIA|AGENCIA MUNICIPAL|70704|20|79|3|116|4
2021|0|S/N|COLONIA|SALINAS DEL MÁRQUEZ|70704|20|79|3|116|19
2022|744|744-5|COLONIA|COLONIA MARILU|70740|20|52|9|38|11
2023|0|KILÓMETRO 8||SAN PEDRO HUILOTEPEC|70777|20|308|1|21|31
2024|110||BARRIO|ARRIBA|70800|20|59|1|132|27
2025|0|SN|COTO|SAN JOSE DEL PROGRESO|71550|20|67|1|505|3
2026|0|SN|PARAJE|LA SALINITA|71600|20|482|23|185|800
2027||SN|OTRO (ESPECIFICAR)|LA SALINITA|71600|20|482|23|185|800
2028|0|SN|PARAJE|LA SALINITA|71600|20|482|23|185|800
2029|0|SN|PARAJE|LA SALINITA|71600|20|482|23|185|800
2030|0|SN||LA PASTORÍA|71800|20|334|23|106|800
2031|70||COLONIA|SANTA CLARA OCOYUCAN|72000|21|114|1|1177|24
2032|0|SN|COLONIA|MORELOS|72001|21|169|21|004A|22
2033|0|KILÓMETRO 7+500|COLONIA|IGNACIO MARISCAL|72100|21|114|1|5771|57
2034|4128|||REFORMA SUR|72160|21|208|17|54|800
2035|70||COLONIA|VISTA HERMOSA|72300|21|114|1|1177|24
2036|13|12.5|COLONIA|SAN DIEGO ECATEPEC|72340|21|15|1|147|2
2037|3701||COLONIA|GABRIEL PASTOR|72420|21|114|1|662|17
2038|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2039|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2040|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2041|0|KILÓMETRO 17|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2042|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2043|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2044|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2045|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2046|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2047|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2048|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2049|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2050|0|KILÓMETRO 15|COLONIA|SANTO TOMAS CHAUTLA|72431|21|114|470|1088|800
2051|0|KILÓMETRO 15|PARAJE|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2052|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2053|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2054|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2055|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2056|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2057|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72431|21|114|7201|1088|800
2058|2716||COLONIA|Santa Cruz Los Angeles|72440|21|114|1|376|58
2059|924||COLONIA|MAYORAZGO|72450|21|106|7603|004A|800
2060|4920||COLONIA|LAS PALMAS|72550|21|114|1|747|17
2061|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72590|21|114|7201|1088|800
2062|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72590|21|114|7201|1088|800
2063|0|SN|COLONIA|TEOTIMEHUACAN|72592|21|114|1|4260|14
2064|0|KILÓMETRO 17|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2065|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2066|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2067|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2068|0|KILÓMETRO 16|COLONIA|SANTO TOMAS CHAUTLA|72595|21|114|470|1088|1
2069|18||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2070|0|KILÓMETRO 17|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2071|0|KILÓMETRO 17|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2072|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2073|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2074|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2075|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2076|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2077|18||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2078|18||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2079|18||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2080|18||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2081|18||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2082|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2083|0|SN|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2084|0|KILÓMETRO 17|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2085|18||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2086|0|KILÓMETRO 18||SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2087|0|KILÓMETRO 18||SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2088|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2089|0|KILÓMETRO 15||SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2090|0|KILÓMETRO 17||SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2091|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2092|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2093|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2094|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2095|15||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2096|15||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2097|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2098|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2099|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2100|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2101|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2102|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2103|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2104|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2105|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2106|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2107|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2108|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2109|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2110|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2111|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2112|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2113|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2114|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2115|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2116|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2117|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2118|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2119|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2120|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2121|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2122|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2123|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2124|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2125|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2126|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2127|0|KILÓMETRO 15|SECTOR|SANTO TOMÁS CHAUTLA NINGUNO|72595|21|114|7201|1088|800
2128|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2129|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2130|0|KILÓMETRO 50||SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2131|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2132|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2133|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2134|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2135|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2136|0|KILÓMETRO 15||SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2137|0|KILÓMETRO 15|BARRIO|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2138|18||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2139|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2140|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2141|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2142|0|KILÓMETRO 15|SECCIÓN|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2143|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2144|0|KILÓMETRO 15||SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2145|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2146|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2147|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2148|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2149|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2150|0|K.M. 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|221|5127|25
2151|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2152|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2153|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2154|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2155|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2156|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2157|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2158|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2159|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2160|0|KILÓMETRO 15|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2161|18||SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2162|0|KILÓMETRO 18|SECTOR|SANTO TOMAS CHAUTLA|72595|21|114|7201|1088|800
2163|0|SN||SAN ANTONIO MIHUACAN|72670|21|34|2|87|56
2164|4324||COLONIA|SAN BERNARDO CHALCHIHUAPAN|72850|21|106|7201|004A|800
