id_direccion|Tipo de vialidad|Nombre de la vialidad|Tipo de entre vialidad 1|Nombre de entre vialidad 1|Tipo de entre vialidad 2|Nombre de entre vialidad 2|Tipo de entre vialidad 3|Nombre de entre vialidad 3
92|CALLE|LOS LAURELES|CALLE|ZAPATA|CALLE|NINGUNO|CALLE|16 DE SEPTIEMBRE
93|CALLE|DIVISION DEL NORTE|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
94|CALLE|FANNY ANITUA|CALLE|SILVESTRE REVUELTAS|CALLE|AQUILES SERDAN|CALLE|VELINO M. PREZA
95||NINGUNO||||||
96|CALLE|HIDALGO||||||
97|CALLE|HIDALGO||||||
98|CARRETERA|MELAQUE - GUADALAJARA KILÓMETRO 248.5||||||
99|CAMINO|VECINAL DEL TEHUHEUE||||||
100|CARRETERA|AMEALCO   ACULCO|CARRETERA|ACULCO AMEALCO||||
101|CARRETERA|A SAN MARTIN|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
102|CARRETERA|XOCHIMILCO OAXTEPEC||||||
103|CALLE|EL TEPOZAL||||||
104||PEÑA DEL GATO|CAMINO|NINGUNO|CAMINO|DEL OCOTE|CAMINO|OLIVAR
105|CAMINO|MINA LA CUMBRE||||||
106|CAMINO|A LAS MINAS|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
107|CALLE|PEDREGAL||||||
108|CALLE|MATLAZINCA||||||
109|CALLE|A LAS MINAS||||||
110|CALLE|CAMINO VIEJO A CUATEPEC|CALLE|LÁZARO CÁRDENAS|CALLE|GALEANA|CERRADA|CONSTITUYENTES
111|CALLE|VÍA GUSTAVO BAZ|CALLE|NOPALTZIN|CALLE|NINGUNO|CALLE|NINGUNO
112|CARRETERA|TENANGO AYAPANGO|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
113|CARRETERA|FEDERAL MEXICO-PUEBLA||||||
114|CAMINO|VIEJO A LAS MINAS||||||
115|CAMINO|LAS PALMAS||NINGUNO||NINGUNO||NINGUNO
116|CALLE|16 DEE SEPTIEMBR||NINGUNO||||
117|CALLE|NINGUNA||||||
118|CAMINO|A SAN MARCOS||||||
119|CALLE|EL TEPOZAL||||||
120|CALLE|NINGUNO|CERRADA|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
121|CALLE|TEPOZAL||||||
122|AVENIDA|TAMAULIPAS||||||
123|CARRETERA|SAN FRANCISCO A COATEPEC|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNO
124|CALLE|PARAJE SAN CLEMENTE COATEPEC|TERRACERÍA|CALVARIO|TERRACERÍA|MORELOS|TERRACERÍA|SAN JUAN
125|CALLE|BENITO JUÁREZ|CALLE|NINGUNO|CALLE|LUIS DELGADO|CALLE|LAZARO CARDENAS
126|CALLE|NINGUNO||||||
127||DOMICILIO CONOCIDO||||||
128|CAMINO|DOMICILIO CONOCIDO|CAMINO|DEL CAPULÍN|CAMINO|DEL OCOTE|CAMINO|OLIVAR
129|PROLONGACIÓN|MOCTEZUMA|CALLE|PRIVADA GALEANA|CERRADA|NINGUNO||
130|CAMINO|NINGUNO||||||
131|CALLE|COMISIÓN TEPALCATEPEC|CALLE|CAMELINAS|CALLE|PLAYA AZUL||NINGUNO
132|VEREDA|NINGUNO||NINGUNO||NINGUNO                                                                                                                                               ||NINGUNO                                                                                                                                               
133|CARRETERA|KM. 369 VIA TAMPICO||||||
134|CALLE|DOCTOR ANTONIO DE LA VERA|CALLE|DOCTOR JOSÉ LUINA AYALA|CALLE|JARDIN DE SAN JERONIMO|AVENIDA|GENERAL PABLO GONZALEZ GARZA
135|PRIVADA|DOMICILIO CONOCIDO|CALLE|MIGUEL HIDALGO PONIENTE|CALLE|MELCHOR OCAMPO PONIENTE|CALLE|PORFIRIO DIAZ SUR
136|PRIVADA|DOMICILIO CONOCIDO||NINGUNO||NINGUNO||NINGUNO
137||DOMICILIO CONOCIDO||NINGUNO||NINGUNO|AVENIDA|LOMA DE LA REFORMA
138|CALLE|LEONA VICARIO O 10 SUR||||||
139||NINGUNO||||||
140|CALLE|LEONA VICARIO O 10 SUR||||||
141|CALLE|LEONA VICARIO O 10 SUR||||||
142|CALLE|LEONA VICARIO O 10 SUR||||||
143|CALLE|LEONA VICARIO O 10 SUR||||||
144|CARRETERA|MEXICO-TUXPAN KILÓMETRO 134||NINGUNO||NINGUNO||NINGUNO
145|CARRETERA|CERRO DEL OSTO|VEREDA|CERRO DEL OSTO|VEREDA|CERRO DEL OSTO|VEREDA|CERRO DEL OSTO
146|VEREDA|CERRO DE COJOATEPEQUEC|VEREDA|CERRO DE COJOATEPEQUEC|VEREDA|CERRO DE COJOATEPEQUEC|VEREDA|CANTERA DE MARMOL DE COJOATEPEQUEC
147|VEREDA|CERRO DE COJOATEPEQUEC|VEREDA|CERRO DE COJOATEPEQUEC|VEREDA|CERRO DE COJOATEPEQUEC|VEREDA|CERRO DE COJOATEPEQUEC
148|VEREDA|CERRO DE COJOATEPEQUEC|VEREDA|CERRO DE COJOATEPEQUEC|VEREDA|CERRO DE COJOATEPEQUEC|VEREDA|CERRO DE COJOATEPEQUEC
149|VEREDA|CERRO DE COSECAHUATLA|VEREDA|CERRO DE COSECAHUATLA|VEREDA|CERRO DE COSECAHUATLA|VEREDA|CERRO DE COSECAHUATLA
150|VEREDA|CERRO DE COSECAHUATLA|VEREDA|CERRO DE COSECAHUATLA|VEREDA|CERRO DE COSECAHUATLA|VEREDA|CERRO DE COSECAHUATLA
151|VEREDA|SAN JUAN TEPEPA|CALLE|CAMINO A SAN JUAN TEPEPA|CALLE|CAMINO A SAN JUAN TEPEPA|CALLE|A SAN JUAN TEPEPA
152|CAMINO|AL CERRO GARAMBULLO||||||
153|CAMINO|AL CERRO GARAMBULLO||||||
154|CALLE|CAMINO A TEHUAPAN||NINGUNO||NINGUNO||NINGUNO
155|CALLE|JUAN ESCUTIA||NINGUNO||NINGUNO||NINGUNO
156|CAMINO|CAMINO A LOS BANCOS EL PULPITO|CAMINO|CAÑADA DEL ARROYO EL MEMBRILLO|VEREDA|NINGUNO|VEREDA|NINGUNO
157|CAMINO|A TENASDA KILÓMETRO .5|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
158|CARRETERA|AMEALCO- SAN ILDEFONSO KILÓMETRO 1|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
159|CAMINO|A TENASDA KILÓMETRO O.5OO|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
160|CARRETERA|AMEALCO-SAN ILDEFONSO KILÓMETRO 17|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
161|CARRETERA|FEDERAL 330 AMEALCO-SAN ILDEFONSO KILÓMETRO 17|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
162|CAMINO|AL TEPOZAN|CAMINO|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
163|CAMINO|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
164|CAMINO|CAMINO AL PULPITO|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
165|CAMINO|A LA CAÑADA DEL PULPITO|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
166|CAMINO|A LA CAÑADA DEL PULPITO|CAMINO|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
167|CAMINO|A LA LADERA DEL PULPITO|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
168||NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
169|CAMINO|AL TEPOZAN LA NOPALERA|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
170|CARRETERA|LIBRE ESTATAL SAN JUAN DEL RIO-XILITLA KILÓMETRO 121|TERRACERÍA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
171|CAMINO|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
172|CARRETERA|LIBRE ESTATAL SAN JUAN DEL RIO-XILITLA KILÓMETRO 120|CAMINO|NINGUNO|VEREDA|NINGUNO|VEREDA|NINGUNO
173|CAMINO|AL MADROÑO|TERRACERÍA|A LA MINA EL RINCÓN|VEREDA|NINGUNO|VEREDA|NINGUNO
174|CARRETERA|RANCHO SANTA LUCÍA ENTRE CRUCERO SAN MARCOS Y SAN DIEGO||NINGUNO||NINGUNO||NINGUNO
175|CAMINO|CAMINO CHARAY LA PALMA|TERRACERÍA|JUNTO AL RÍO|TERRACERÍA|PASANDO CHARAY|TERRACERÍA|CERCA DE GRANJA PORCINA
176|CALLE|GENERAL RAFAEL BUELNA TENORIO|AVENIDA|JOSÉ MARÍA MORELOS Y PAVÓN|AVENIDA|DONATO GUERRA|CALLE|RAFAEL BUELNA
177|CARRETERA|A HUITES|CARRETERA|NINGUNO|CARRETERA|NINGUNO|CARRETERA|NINGUNO
178|CALLE|HEROICO COLEGIO MILITAR|CALLE|JOSÉ MARÍA MORELOS Y PAVÓN|CALLE|VICENTE GURRERO||
179||MARGEN IZQUIERDO RÍO YAQUI||NINGUNO||NINGUNO||NINGUNO
180||MINA EL VOLCÁN||NINGUNO||NINGUNO||NINGUNO
181|OTRA (ESPECIFICAR)|NINGUNO||||||
182|OTRA (ESPECIFICAR)|NINGUNO||||||
183|CALLE|NO RELECCION|||CALLE|NICOLAS BRAVO|CALLE|QUINTANA ROO
184|CARRETERA|CARRETERA HILLO-YECORA 6 KMS AL SW|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO
185|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
186||NINGUNO||||||
187|CARRETERA|A PUERTO MEZQUITAL|CARRETERA|POBLADO LAS FLORES|CARRETERA|POBLADO LA MISIÓN||MADRE
188|CARRETERA|MATAMOROS AL MEZQITAL|CARRETERA|AL MEZQUITAL POR EL TINACO DEL PUEBLO MANO DE LEÓN||ADELANTE DEL TINACO A 200MTS ENTRADA AL NORTE||NINGUNO
189|PROLONGACIÓN|INDUSTRIAL XICOHTÉNCATL|CALLE|LÍMITE PREDIAL|BOULEVARD|EMILIO SÁNCHEZ PIEDRAS||VÍAS DEL TREN
190|CALLE|26|CALLE|KILÓMETRO 2.5||||
191|CARRETERA|CARRETERA MOTUL-KINI|CARRETERA|CARRETERA MOTUL-KINI|CARRETERA|MOTUL- KINI|CALLE|NINGUNA
192|CARRETERA|MERIDA-TIXKOKOB KM 4.5||||||
193|OTRA (ESPECIFICAR)|CARRETERA MERIDA MOTUL||||||
194||CARRETERA||||||
195|CARRETERA|CHARCA SALINERA LAS DOS BERMEJAS|CAMINO|NINGUNO|CAMINO|NINGUNO|CAMINO|NINGUNA
196|CARRETERA|CARRETERA MERIDA VALLADOLID KM 14|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
197||NINGUNO|CALLE|CALLE 14|CALLE|27|CALLE|29
198||CARRETERA|CARRETERA|TICUL-DZAN|CALLE|NINGUNO|CALLE|NINGUNO
199|CALLE|NINGUNO|CALLE|SAN PEDRO|CALLE|NINGUNO|CALLE|NINGUNO
200|CALLE|SANJUANERO|CALLE|NINGUNO|CALLE|NINGUNO||
201||SANJUANERO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
202||SANJUANERO|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
203|CALLE|NINGUNO||CALLE SIN NÚMERO|CALLE|SIN NÚMERO|CALLE|NINGUNO
204|CALLE|PUESTA DEL SOL|CALLE|VENUSTIANO CARRANZA|CALLE|PERIFERICO|CALLE|PUESTA DEL SOL
205|CALLE|CALLE CALERO||||||
206|CALLE|MARAVATIO|CALLE|NILO|CALLE|HELIÓPOLIS|AVENIDA|CLAVERÍA
207|CARRETERA|LIBRE ENSENADA A LA PAZ|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO
208|CALLE|ENRIQUE RÉBSAMEN|CALLE|CONCEPCIÓN BEISTEGUI|CALLE|TORRES ADALID|CALLE|LUZ SAVIÑÓN
209|CALLE|LUZ SAVIÑÓN|AVENIDA|MAGDALENA|AVENIDA|INSURGENTES SUR|CALLE|TORRES ADALID
210|AVENIDA|INSURGENTES SUR|CALLE|ROMERO DE TERREROS|CALLE|LUZ SAVIÑÓN|CALLE|ARQUITECTO JESÚS URQUIAGA
211|CALLE|ANTONIO MAURA|CAMINO|SNANTIGUO CAMINO A XALTEPEC|CALLE|NINGUNO|CALLE|NINGUNO
212|OTRA (ESPECIFICAR)|CAMINO A LAS MINAS|OTRA (ESPECIFICAR)|CAMINO A LAS MINAS|OTRA (ESPECIFICAR)|VEJARANO|OTRA (ESPECIFICAR)|NUEVE
213|CALLE|TAJÍN|CALLE|SAN BORJA|EJE VIAL|5 SUR (EUGENIA)|CALLE|PETÉN
214|OTRA (ESPECIFICAR)|PALENQUE|OTRA (ESPECIFICAR)|SAN BORJA|OTRA (ESPECIFICAR)|5 SUR (EUGENIA)|CALLE|PETÉN
215|OTRA (ESPECIFICAR)|PALENQUE|OTRA (ESPECIFICAR)|SAN BORJA|OTRA (ESPECIFICAR)|5 SUR (EUGENIA)|CALLE|PETÉN
216|OTRA (ESPECIFICAR)|PALENQUE|OTRA (ESPECIFICAR)|SAN BORJA|OTRA (ESPECIFICAR)|5 SUR (EUGENIA)|CALLE|PETÉN
217|CALLE|22|CALLE|LAGO MERU|CALLE|LAGO VANGIOLO|AVENIDA|MIGUEL CERVANTES DE SAAVEDRA
218|AVENIDA|DEL IMÁN|CALLE|TOTONACAS|CALLE|SAN GUILLERMO|CALLE|REY PAPATZIN
219|OTRA (ESPECIFICAR)|A|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|AVENIDA 1|OTRA (ESPECIFICAR)|NINGUNO
220|AVENIDA|SECRETARIA DE MARINA|AVENIDA|BOSQUE DE REFORMA|CERRADA|PRIMER RETORNO|AVENIDA|LOMA DE LA PALMA
221|OTRA (ESPECIFICAR)|HUMBOLDT|OTRA (ESPECIFICAR)|ARTÍCULO 123|OTRA (ESPECIFICAR)|JUÁREZ|AVENIDA|BALDERAS
222|CALLE|HUMBOLDT|AVENIDA|JUÁREZ|CALLE|ARTÍCULO 123|AVENIDA|BALDERAS
223|OTRA (ESPECIFICAR)|HUMBOLDT|OTRA (ESPECIFICAR)|ARTÍCULO 123|OTRA (ESPECIFICAR)|JUÁREZ|AVENIDA|BALDERAS
224|OTRA (ESPECIFICAR)|HUMBOLDT|OTRA (ESPECIFICAR)|ARTÍCULO 123|OTRA (ESPECIFICAR)|JUÁREZ|AVENIDA|BALDERAS
225|AVENIDA|PASEO DE LA REFORMA|CALLE|RÍO NILO|CALLE|RÍO GUADALQUIVIR|CALLE|RÍO VOLGA
226|OTRA (ESPECIFICAR)|DURANGO|OTRA (ESPECIFICAR)|COZUMEL|OTRA (ESPECIFICAR)|3 PONIENTE (SALAMANCA)|CALLE|SINALOA
227|OTRA (ESPECIFICAR)|DURANGO|OTRA (ESPECIFICAR)|COZUMEL|OTRA (ESPECIFICAR)|3 PONIENTE (SALAMANCA)|CALLE|SINALOA
228|CALZADA|De Guadalupe|CALLE|Daniel|CALLE|Ezequiel|CALLE|Alicia
229|CALLE|Ejército Mexicano|AVENIDA|27 de Febrero|PROLONGACIÓN|Quintín Arauz Carrillo|CALLE|Heroico Colegio Militar
230|CALLE|PRINCIPAL|CALLE|NINGUNO|CALLE|NINGUNO|CALLE|NINGUNO
231|AVENIDA|De la Industria (Altamira)|CALLE|Azucena|CALLE|Manantial|AVENIDA|Las Flores
232|CARRETERA|NACIONAL TUXPAN-TAMPICO KILOMETRO 71+250|OTRA (ESPECIFICAR)|Ninguno|OTRA (ESPECIFICAR)|Ninguno|OTRA (ESPECIFICAR)|Ninguno
233|CALLE|FERNANDO SILÍCEO|AVENIDA|DE LAS AMÉRICAS|CALLE|PASEO JARDÍN|CALLE|NINGUNO
234|CALLE|Independencia|CALLE|Bellavista|CALLE|18 de Marzo|CALLE|Melchor Ocampo
235|AVENIDA|DEL ÁRBOL|CALLE|MANZANA|CALLE|SAN ISIDRO|CALLE|PORVENIR
236|TERRACERÍA|a la capilla|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO|OTRA (ESPECIFICAR)|NINGUNO
237|AVENIDA|AVENIDA DE LAS PALMAS|CALLE|MONTE TABOR|CALLE|CERRO DE MAYKA|CALLE|PRADO NORTE
